part_of_speech,gloss,target_child_age,corpus_name,speaker_role,age,role,reduplicationmaybespace,reduplication
n v:cop n nom,苹果 是 圆圆 的,70.00143740117866,AcadLang,Target_Child,70,child,圆圆,圆圆
pro n v num cl adj nom,它 外面 有 一 层 红红 的,70.00143740117866,AcadLang,Target_Child,70,child,红红,红红
n:name poss,嗯 甜甜 的,71.00145793548123,AcadLang,Target_Child,71,child,甜甜,甜甜
n n v nom,皮球 圆 溜溜 的,61.0012525924557,AcadLang,Target_Child,61,child,溜溜,溜溜
n v num cl adj nom,外面 有 一 层 红红 的,70.00143740117866,AcadLang,Adult,70,adult,红红,红红
n nom,圆圆 的,70.00143740117866,AcadLang,Target_Child,70,child,圆圆,圆圆
pro v n v:cop pro:wh n nom,你 看看 苹果 是 什么 形状 的,70.00143740117866,AcadLang,Adult,70,adult,看看,看看
n:name poss,甜甜 的,70.00143740117866,AcadLang,Target_Child,70,child,甜甜,甜甜
v poss adj,圆圆 的 好,70.00143740117866,AcadLang,Adult,70,adult,圆圆,圆圆
v n nom,圆 圆形 的,70.00143740117866,AcadLang,Target_Child,70,child,圆 圆,圆圆
n v:cop adj cleft post v:cop adj nom n,苹果 是 红红 的 里面 是 黄 的 肉,72.00147846978378,AcadLang,Target_Child,72,child,红红,红红
v:cop n nom,是 圆圆 的,70.00143740117866,AcadLang,Target_Child,70,child,圆圆,圆圆
n nom,圆圆 的,70.00143740117866,AcadLang,Adult,70,adult,圆圆,圆圆
n v:cop v prep n v:cop v v nom,篮球 是 用来 给 篮球 是 用来 锻 锻炼 的,62.00127312675825,AcadLang,Target_Child,62,child,锻 锻,锻锻
pro v:cop n nom,这 是 圆圆 的,60.00123205815314,AcadLang,Target_Child,60,child,圆圆,圆圆
v nom,滑滑 的,61.0012525924557,AcadLang,Target_Child,61,child,滑滑,滑滑
v v n:name poss v nom,吃 起来 甜甜 的 酸酸 的,73.00149900408633,AcadLang,Target_Child,73,child,甜甜,甜甜
v v nom,感觉 滑滑 的,70.00143740117866,AcadLang,Target_Child,70,child,滑滑,滑滑
co pro v pro v:cop pro:wh n nom sfp,那 你 看看 它 是 什么 形状 的 呢,73.00149900408633,AcadLang,Adult,73,adult,看看,看看
conj adv v n poss n adv n adj nom,如果 经常 锻炼 篮球 的 话 就 身体 棒棒 的,62.00127312675825,AcadLang,Target_Child,62,child,棒棒,棒棒
v poss adj sfp,滑滑 的 对 吧,70.00143740117866,AcadLang,Adult,70,adult,滑滑,滑滑
n adv v:cop n nom,气味 还 是 香香 的,73.00149900408633,AcadLang,Target_Child,73,child,香香,香香
adv v num cl v poss n,还 有 一 个 圆圆 的 线,60.00123205815314,AcadLang,Target_Child,60,child,圆圆,圆圆
v adv adv v:cop v nom,摸 起来 还 是 滑滑 的,73.00149900408633,AcadLang,Target_Child,73,child,滑滑,滑滑
v adv adj nom v adv neg adj,有 有点 贵 的 有 点 不 贵,70.00143740117866,AcadLang,Target_Child,70,child,有 有,有有
co pro v:aux v:aux v adj n neg v conj pro v pro:wh adv adj,那 你 想 想 看 小 羊 不 认识 所以 你 介绍 什么 都 可以,62.00127312675825,AcadLang,Adult,62,adult,想 想,想想
adv v:aux v cpt adv adj adv adj nom pro cl v poss n,就 会 变 得 很 黑 很 黑 的 这 个 粗粗 的 东西,72.00147846978378,AcadLang,Target_Child,72,child,粗粗,粗粗
prep n v:aux v adv quant n,在 家 可以 打 一 点点 气,61.0012525924557,AcadLang,Target_Child,61,child,点点,点点
adv v:aux adv v pro:wh adj v pro n,再 想想 还 有 什么 可以 跟 它 介绍,72.00147846978378,AcadLang,Adult,72,adult,想想,想想
n:name poss,甜甜 的,73.00149900408633,AcadLang,Target_Child,73,child,甜甜,甜甜
pro v:cop n nom,它 是 圆圆 的,62.00127312675825,AcadLang,Target_Child,62,child,圆圆,圆圆
v nom,滑滑 的,73.00149900408633,AcadLang,Target_Child,73,child,滑滑,滑滑
co pro pro adv v adj n v v:resc asp n,那 我 们 刚刚 跟 小 羊 介绍 完 了 苹果,70.00143740117866,AcadLang,Adult,70,adult,刚刚,刚刚
n adj nom,肉肉 白白 的,73.00149900408633,AcadLang,Target_Child,73,child,肉肉,肉肉
v:aux adv v:aux adv:wh v n,想想 还 可以 怎么 介绍 皮球,71.00145793548123,AcadLang,Adult,71,adult,想想,想想
v:dirc pro v,来 你 看看,70.00143740117866,AcadLang,Adult,70,adult,看看,看看
v:cop v nom n n,是 拍 的 皮 皮球,70.00143740117866,AcadLang,Target_Child,70,child,皮 皮,皮皮
n pro adv v n adv conj adj n v num v n adj sfp,像 我 刚刚 说 香蕉 那样 和 小 羊 说 一 说 苹果 好 吗,72.00147846978378,AcadLang,Adult,72,adult,刚刚,刚刚
pro v:aux n adv adv:wh conj pro v n nom,你 想想 老师 刚刚 怎么 和 它 说 香蕉 的,72.00147846978378,AcadLang,Adult,72,adult,想想,想想
n v:cop n nom,球 是 圆圆 的,61.0012525924557,AcadLang,Target_Child,61,child,圆圆,圆圆
pro n n v:cop adj adj nom,它 外面 皮 是 红 红 的,67.00137579827101,AcadLang,Target_Child,67,child,红 红,红红
n v:cop n nom,皮球 是 圆圆 的,70.00143740117866,AcadLang,Target_Child,70,child,圆圆,圆圆
n poss n v:cop adj nom,苹果 的 皮 是 红红 的,72.00147846978378,AcadLang,Target_Child,72,child,红红,红红
adj v pro v:cop pro:wh,仔细 看看 这 是 什么,73.00149900408633,AcadLang,Adult,73,adult,看看,看看
pro post v:cop adj adv adj nom pro,那 里面 是 硬硬 有点 硬 的 那,67.00137579827101,AcadLang,Target_Child,67,child,硬硬,硬硬
pro post nom n n v:cop adj nom,它 里边 的 果 肉 是 白白 的,72.00147846978378,AcadLang,Target_Child,72,child,白白,白白
pro v:aux v:aux adv n v:cop adv:wh v n nom sfp,你 可以 想想 刚刚 老师 是 怎么 介绍 香蕉 的 呀,72.00147846978378,AcadLang,Adult,72,adult,想想,想想
adj nom n nom,硬硬 的 圆圆 的,70.00143740117866,AcadLang,Target_Child,70,child,硬硬,硬硬
pro v adv v:cop adj n v nom,它 摸 起来 是 硬 梆梆 刺刺 的,73.00149900408633,AcadLang,Target_Child,73,child,梆梆,梆梆
n post v num cl adv cleft,皮球 里面 有 一 个 硬硬 的,70.00143740117866,AcadLang,Target_Child,70,child,硬硬,硬硬
conj v:cop n:name poss,而且 是 甜甜 的,67.00137579827101,AcadLang,Target_Child,67,child,甜甜,甜甜
v v n:name poss,吃 起来 甜甜 的,72.00147846978378,AcadLang,Target_Child,72,child,甜甜,甜甜
n v num cl adj poss n,外面 有 一 层 薄薄 的 皮,70.00143740117866,AcadLang,Target_Child,70,child,薄薄,薄薄
pro v pro v:cop pro:wh,你 看看 这 是 什么,70.00143740117866,AcadLang,Adult,70,adult,看看,看看
tag pro adv v pro v:dirc prep num cl adj n n pro adv v n adv conj adj n v num v n adj sfp,对 那 现在 请 你 来 当 一 下 小 老师 像 我 刚刚 说 香蕉 那样 和 小 羊 说 一 说 苹果 好 吗,72.00147846978378,AcadLang,Adult,72,adult,刚刚,刚刚
v nom,滑滑 的,70.00143740117866,AcadLang,Target_Child,70,child,滑滑,滑滑
n v num cl num cl nom adj poss n,当中 有 一 条 一 条 的 黑黑 的 线,70.00143740117866,AcadLang,Target_Child,70,child,黑黑,黑黑
v:cop v nom,是 滑滑 的,70.00143740117866,AcadLang,Adult,70,adult,滑滑,滑滑
adv v n v nom,还 有 气球 圆圆 的,70.00143740117866,AcadLang,Target_Child,70,child,圆圆,圆圆
v nom,滑滑 的,72.00147846978378,AcadLang,Target_Child,72,child,滑滑,滑滑
co pro v n poss n,那 你 看看 球 的 形状,70.00143740117866,AcadLang,Adult,70,adult,看看,看看
n post v adv:wh cl adj poss n,皮球 上面 有 几 条 黑黑 的 线,70.00143740117866,AcadLang,Target_Child,70,child,黑黑,黑黑
v adv:wh cl adj poss n,哦 有 几 条 黑黑 的 线,70.00143740117866,AcadLang,Adult,70,adult,黑黑,黑黑
v v:resc n v:cop adj poss n n,剥 开 皮 是 白白 的 果 肉,72.00147846978378,AcadLang,Target_Child,72,child,白白,白白
tag pro adv v pro v:dirc prep num cl adj n n pro adv v n adv conj adj n v num v n adj sfp,对 那 现在 请 你 来 当 一 下 小 老师 像 我 刚刚 说 香蕉 那样 和 小 羊 说 一 说 苹果 好 吗,72.00147846978378,AcadLang,Adult,72,adult,刚刚,刚刚
post v:cop n:name poss,里面 是 甜甜 的,72.00147846978378,AcadLang,Target_Child,72,child,甜甜,甜甜
v v adj cleft n,有 点点 黑 的 线,70.00143740117866,AcadLang,Target_Child,70,child,点点,点点
n:name poss v v pro:wh n,甜甜 的 摸 起来 什么 感觉,72.00147846978378,AcadLang,Adult,72,adult,甜甜,甜甜
v v n:name poss v nom,吃 起来 甜甜 的 酸酸 的,72.00147846978378,AcadLang,Target_Child,72,child,甜甜,甜甜
tag v pro v:dirc v adj n v n sfp,对 请 你 来 跟 小 羊 说说 皮球 吧,72.00147846978378,AcadLang,Adult,72,adult,说说,说说
tag pro adv v pro v:dirc prep num cl adj n n pro adv v n adv conj adj n v num v n adj sfp,对 那 现在 请 你 来 当 一 下 小 老师 像 我 刚刚 说 香蕉 那样 和 小 羊 说 一 说 苹果 好 吗,72.00147846978378,AcadLang,Adult,72,adult,刚刚,刚刚
n n v:aux v:dirc v n,皮 皮球 可以 来 打 篮球,72.00147846978378,AcadLang,Target_Child,72,child,皮 皮,皮皮
v adv v nom,摸 起来 滑滑 的,72.00147846978378,AcadLang,Target_Child,72,child,滑滑,滑滑
n v:cop n:name poss,味道 是 甜甜 的,72.00147846978378,AcadLang,Target_Child,72,child,甜甜,甜甜
v adv v:cop adj adj nom,吃 起来 是 脆脆 糯糯 的,72.00147846978378,AcadLang,Target_Child,72,child,脆脆,脆脆
num v v:resc pro cl n post adv v adj v poss n,一 拨 开 这 个 皮 里面 就 有 香 喷喷 的 肉,73.00149900408633,AcadLang,Target_Child,73,child,喷喷,喷喷
n co adv adj post v adj poss n n,苹果 嗯 很 红 里面 有 白白 的 果 肉,72.00147846978378,AcadLang,Target_Child,72,child,白白,白白
adj adj nom pro v asp n sfp,脆脆 糯糯 的 你 摸 过 苹果 吗,72.00147846978378,AcadLang,Adult,72,adult,脆脆,脆脆
adv n post adv v:cop adv cleft post pro:wh adv neg v,然后 球 里边 就 是 空空 的 里面 什么 都 没 有,72.00147846978378,AcadLang,Target_Child,72,child,空空,空空
post v v n:name poss,里面 吃 起来 甜甜 的,72.00147846978378,AcadLang,Target_Child,72,child,甜甜,甜甜
co pro conj v:cop n nom v:aux v v:dirc v v:dirc,呃 他 而且 是 圆圆 的 可以 滚 来 滚 去,72.00147846978378,AcadLang,Target_Child,72,child,圆圆,圆圆
v v n:name poss,吃 起来 甜甜 的,73.00149900408633,AcadLang,Target_Child,73,child,甜甜,甜甜
neg adj nom n cl tag,不 一样 的 形状 对 对,70.00143740117866,AcadLang,Adult,70,adult,对 对,对对
v v:resc n post v:cop n adj nom,削 掉 皮 之后 是 毛 糙糙 的,72.00147846978378,AcadLang,Target_Child,72,child,糙糙,糙糙
n post v num cl num cl cleft adj v,足球 上面 有 一 粒 一 粒 的 小 点点,70.00143740117866,AcadLang,Target_Child,70,child,点点,点点
pro v nom,它 圆圆 的,70.00143740117866,AcadLang,Target_Child,70,child,圆圆,圆圆
n adj nom pro v adv v:cop pro:wh n,毛 糙糙 的 那 吃 起来 是 什么 感觉,72.00147846978378,AcadLang,Adult,72,adult,糙糙,糙糙
v adv v nom n adj poss v nom n adj nom,吃 起来 有 的 时候 脆脆 的 有 的 时候 糯糯 的,72.00147846978378,AcadLang,Target_Child,72,child,脆脆,脆脆
tag v pro v:dirc v adj n v n sfp,对 请 你 来 跟 小 羊 说说 皮球 吧,72.00147846978378,AcadLang,Adult,72,adult,说说,说说
v adj nom v adj nom,有 脆脆 的 有 糯糯 的,72.00147846978378,AcadLang,Adult,72,adult,脆脆,脆脆
v adv v nom n v adv v n:name,吃 起来 嗯 咬 的 时候 有 点 酸酸 甜甜,72.00147846978378,AcadLang,Target_Child,72,child,酸酸,酸酸
pro cl n pro v:cop n nom,这 个 苹果 它 是 圆圆 的,58.001190989548036,AcadLang,Target_Child,58,child,圆圆,圆圆
n:name poss v n:name poss,甜甜 的 酸酸 甜甜 的,72.00147846978378,AcadLang,Target_Child,72,child,甜甜,甜甜
prep n v v:resc pro adv v v:resc asp adj poss n n,把 皮 切 掉 你 就 看 到 了 白白 的 果 肉,58.001190989548036,AcadLang,Target_Child,58,child,白白,白白
tag v pro prep adj n v:dirc v adj n v n sfp,对 请 你 当 小 老师 来 跟 小 羊 说说 皮球 吧,72.00147846978378,AcadLang,Adult,72,adult,说说,说说
prep conj prep v n,如 如果 被 扎 皮球,72.00147846978378,AcadLang,Target_Child,72,child,如 如,如如
v v n:name poss,吃 起来 甜甜 的,58.001190989548036,AcadLang,Target_Child,58,child,甜甜,甜甜
n post v:cop adj nom conj v:cop adj nom adv adj,苹果 里面 是 红色 的 而且 是 酸酸甜甜 的 很 好吃,72.00147846978378,AcadLang,Target_Child,72,child,酸酸,酸酸
adv v adv v cl n adv nom n,然后 吃 起来 有 点 水 咪咪 的 感觉,69.00141686687611,AcadLang,Target_Child,69,child,咪咪,咪咪
v n:name adv v num v pro cl,酸酸 甜甜 还 有 一 点点 那 个,72.00147846978378,AcadLang,Target_Child,72,child,酸酸,酸酸
adv v v v adj n,还 有 用来 做 棒棒 糖,58.001190989548036,AcadLang,Target_Child,58,child,棒棒,棒棒
num n pro:wh,一 点点 什么,72.00147846978378,AcadLang,Adult,72,adult,点点,点点
n n pro poss n v:cop adj nom,皮 皮球 它 的 皮 是 毛糙糙 的,72.00147846978378,AcadLang,Target_Child,72,child,皮 皮,皮皮
pro adv v pro poss n adv v neg v,你 再 看看 它 的 样子 还 有 没 有,72.00147846978378,AcadLang,Adult,72,adult,看看,看看
v num n adj,有 一 点点 甜,72.00147846978378,AcadLang,Target_Child,72,child,点点,点点
adj n,棒棒 糖,58.001190989548036,AcadLang,Target_Child,58,child,棒棒,棒棒
v num n adj adj pro n v:cop pro:wh n nom sfp,有 一 点点 甜 好 那 苹果 是 什么 形状 的 呢,72.00147846978378,AcadLang,Adult,72,adult,点点,点点
pro cl n pro v nom,这 个 皮球 它 圆圆 的,58.001190989548036,AcadLang,Target_Child,58,child,圆圆,圆圆
n v:cop n nom,苹果 是 圆圆 的,72.00147846978378,AcadLang,Target_Child,72,child,圆圆,圆圆
v cleft co pro v pro n v:cop pro:wh n nom,圆圆 的 那 你 看 他 外面 是 什么 颜色 的,72.00147846978378,AcadLang,Adult,72,adult,圆圆,圆圆
adv v v:resc asp adj n post n poss adj n adv adj,然后 剥 开 了 红 皮 里面 香香 的 甜 果 很 好吃,72.00147846978378,AcadLang,Target_Child,72,child,香香,香香
n n,苹果 apple,72.00147846978378,AcadLang,Target_Child,72,child,pp,pp
n co adv adj,apple 噢 很 好,72.00147846978378,AcadLang,Adult,72,adult,pp,pp
post v:cop adv poss n v:cop adj nom,里面 是 白白 的 外面 是 红红 的,83.00170434711185,AcadLang,Adult,83,adult,白白,白白
v adj poss n adj nom n,有 绿绿 的 叶子 黑黑 的 根子,70.00143740117866,AcadLang,Target_Child,70,child,绿绿,绿绿
v v n:name poss,吃 起来 甜甜 的,83.00170434711185,AcadLang,Target_Child,83,child,甜甜,甜甜
pro v:cop num cl adj poss n,这 是 一 个 红红 的 苹果,71.00145793548123,AcadLang,Target_Child,71,child,红红,红红
v nom,滑滑 的,72.00147846978378,AcadLang,Target_Child,72,child,滑滑,滑滑
v cleft tag adv adj,滑滑 的 对 很 好,72.00147846978378,AcadLang,Adult,72,adult,滑滑,滑滑
conj pro adj n,如果 你 轻轻 地,58.001190989548036,AcadLang,Target_Child,58,child,轻轻,轻轻
n:name poss,甜甜 的,72.00147846978378,AcadLang,Target_Child,72,child,甜甜,甜甜
v v n:name poss adj,吃 起来 甜甜 的 好,72.00147846978378,AcadLang,Adult,72,adult,甜甜,甜甜
v adv v:cop v n:name poss,吃 起来 是 酸酸 甜甜 的,70.00143740117866,AcadLang,Target_Child,70,child,酸酸,酸酸
n v adv v nom,橘子 吃 起来 酸酸 的,72.00147846978378,AcadLang,Target_Child,72,child,酸酸,酸酸
n v adv v poss n v v n:name poss adj,橘子 吃 起来 酸酸 的 苹果 吃 起来 甜甜 的 好,72.00147846978378,AcadLang,Adult,72,adult,酸酸,酸酸
n n n v:cop adj nom,苹果 外面 颜色 是 红红 的,72.00147846978378,AcadLang,Target_Child,72,child,红红,红红
pro v:aux v:aux,我 想 想,72.00147846978378,AcadLang,Target_Child,72,child,想 想,想想
v v n:name,吃 起来 甜甜,72.00147846978378,AcadLang,Target_Child,72,child,甜甜,甜甜
v adv v adj cleft adj nom,摸 起来 感觉 凉凉 的 滑滑 的,70.00143740117866,AcadLang,Target_Child,70,child,凉凉,凉凉
n n:name poss,气味 甜甜 的,70.00143740117866,AcadLang,Target_Child,70,child,甜甜,甜甜
adv v:aux pro adv v pro adv v:cop adj cleft adj nom pro v:aux v,只 要 你 一 拿 它 就 是 硬硬 的 硬硬 的 它 可以 拍,72.00147846978378,AcadLang,Target_Child,72,child,硬硬,硬硬
pro cl n adv v:aux v num v,这 个 球 只 能 滚 一 点点,58.001190989548036,AcadLang,Target_Child,58,child,点点,点点
pro poss n n adv cleft,它 的 果 肉 白白 的,71.00145793548123,AcadLang,Target_Child,71,child,白白,白白
v adv v:cop adj nom,摸 起来 是 软软 的,70.00143740117866,AcadLang,Target_Child,70,child,软软,软软
conj adv v quant poss n,而且 还 有 点点 的 条纹,74.00151953838888,AcadLang,Target_Child,74,child,点点,点点
n v adv v:cop adj nom n,苹果 摸 起来 是 软软 的 感觉,70.00143740117866,AcadLang,Adult,70,adult,软软,软软
conj v v n:name poss,但 吃 起来 甜甜 的,71.00145793548123,AcadLang,Target_Child,71,child,甜甜,甜甜
conj v v:cop v pro:wh n nom,而且 点点 是 表示 什么 颜色 的,74.00151953838888,AcadLang,Target_Child,74,child,点点,点点
v v n:name poss,吃 起来 甜甜 的,74.00151953838888,AcadLang,Target_Child,74,child,甜甜,甜甜
n:name poss adv adj adv v adv sfp,甜甜 的 很 棒 然后 摸 起来 呢,74.00151953838888,AcadLang,Adult,74,adult,甜甜,甜甜
conj pro adv quant v:cop adj n v adj nom,而且 那 些 点点 是 黄 皮球 扎 破 的,74.00151953838888,AcadLang,Target_Child,74,child,点点,点点
v adv v nom,摸 起来 滑滑 的,74.00151953838888,AcadLang,Target_Child,74,child,滑滑,滑滑
v:cop n:relat n:relat prep pro v nom,是 姥姥 姥爷 给 我 买 的,70.00143740117866,AcadLang,Target_Child,70,child,姥姥,姥姥
n n v:cop adj nom,苹果 外面 是 红红 的,72.00147846978378,AcadLang,Target_Child,72,child,红红,红红
n adv v adv adj adv v pro adj poss n num cl adj n adj,苹果 又 圆 又 甜 还 有 它 红红 的 像 一 个 小 球 一样,71.00145793548123,AcadLang,Target_Child,71,child,红红,红红
post v:cop adj nom,里面 是 黄黄 的,72.00147846978378,AcadLang,Target_Child,72,child,黄黄,黄黄
n v nom adv v adj n,球 圆圆 的 很 像 大 西瓜,70.00143740117866,AcadLang,Target_Child,70,child,圆圆,圆圆
n:name poss,甜甜 的,70.00143740117866,AcadLang,Target_Child,70,child,甜甜,甜甜
n:name poss sfp,甜甜 的 哦,70.00143740117866,AcadLang,Adult,70,adult,甜甜,甜甜
adj n v n v sfp pro cl v:cop pro:wh n v poss n,小 羊 问 老师 说 吗 这 个 是 什么 圆 溜溜 的 东西,71.00145793548123,AcadLang,Target_Child,71,child,溜溜,溜溜
v nom n adj n prep v:dirc,拍 的 时候 慢慢 地 往 下,70.00143740117866,AcadLang,Target_Child,70,child,慢慢,慢慢
n v:cop n nom,皮球 是 圆圆 的,72.00147846978378,AcadLang,Target_Child,72,child,圆圆,圆圆
post adv v:cop n nom,这里 也 是 圆圆 的,72.00147846978378,AcadLang,Target_Child,72,child,圆圆,圆圆
n pro v:cop n nom,苹果 它 是 圆圆 的,72.00147846978378,AcadLang,Target_Child,72,child,圆圆,圆圆
n v nom,皮球 圆圆 的,72.00147846978378,AcadLang,Target_Child,72,child,圆圆,圆圆
adv pro pro v:dirc v cl post pro cl n,好 我 们 来 看 下 下面 这 幅 图,71.00145793548123,AcadLang,Adult,71,adult,下 下,下下
conj post nom n n v:cop adj nom,但是 里面 的 果 肉 是 脆脆 的,73.00149900408633,AcadLang,Target_Child,73,child,脆脆,脆脆
n pro cl adj poss n pro v n nom,苹果 这 个 红红 的 苹果 它 有 营养 的,74.00151953838888,AcadLang,Target_Child,74,child,红红,红红
NA,嗯嗯,72.00147846978378,AcadLang,Adult,72,adult,嗯嗯,嗯嗯
conj n n v:cop adj nom n:name poss,但是 果 肉 是 白色 的 甜甜 的,73.00149900408633,AcadLang,Target_Child,73,child,甜甜,甜甜
v adv adj adj nom,闻 起来 香 香 的,73.00149900408633,AcadLang,Target_Child,73,child,香 香,香香
